NCM;DESCRIÇÃO;ALÍQUOTA (%)
2930.30.2;Dissulfetos;
2930.30.21;Thiram;0
2930.30.22;Dissulfiram;0
2930.30.29;Outros;0
2930.30.90;Outros;0
2930.40;- Metionina;
2930.40.10;DL-Metionina, com teor de cinzas sulfatadas superior a 0,1 %, em peso;0
2930.40.90;Outra;0
2930.50;- Captafol (ISO) e metamidofós (ISO);
2930.50.10;Captafol;0
2930.50.20;Metamidofós;0
2930.90;- Outros;
2930.90.1;"Tióis e seus derivados; sais destes produtos";
2930.90.11;Ácido tioglicólico e seus sais;0
2930.90.12;Cisteína;0
2930.90.13;N,N-Dialquil-2-aminoetanotiol, com grupos alquila de C1 a C3, e seus sais protonados;0
2930.90.19;Outros;0
2930.90.2;"Tioamidas e seus derivados; sais destes produtos";
2930.90.21;Tioureia;0
2930.90.22;Tiofanato-Metila;0
2930.90.23;4-Metil-3-tiosemicarbazida;0
2930.90.29;Outros;0
2930.90.3;"Tioéteres, tioésteres e seus derivados, exceto os produtos do item 2930.90.8; sais destes produtos";
2930.90.31;2-(Etiltio)etanol, com uma concentração superior ou igual a 98 %, em peso;0
2930.90.32;"3-(Metiltio)propanal; aldicarb";0
2930.90.33;Clorotioformiato de S-etila;0
2930.90.34;Ácido 2-hidroxi-4-(metiltio)butanóico e seu sal cálcico;0
2930.90.35;Metomil;0
2930.90.36;Carbocisteína;0
2930.90.37;"4-Sulfatoetilsulfonil-2,5-dimetoxianilina; 4-sulfatoetilsulfonil-2-metoxi-5-metilanilina; 4-sulfatoetilsulfonil-2-metoxianilina";0
2930.90.38;Tiodiglicol (DCI) (sulfeto de bis(2-hidroxietila));0
2930.90.39;Outros;0
2930.90.4;"Fosforotioatos e seus derivados; sais destes produtos";
2930.90.41;Fosforotioato de O,O-dietila e de S-[2-(dietilamino)etila] e seus sais alquilados ou protonados;0
2930.90.42;Fosforotioato de O,O-dimetila e de S-[2-(1-metilcarbamoiletiltio)-etila)] (vamidotion);0
2930.90.43;Fosforotioato de O-(4-bromo-2-clorofenila) O-etila e de S-propila (profenofós);0
2930.90.49;Outros;0
2930.90.5;"Fosforoditioatos e seus derivados; sais destes produtos";
2930.90.51;Forato;0
2930.90.52;Dissulfoton;0
2930.90.53;Etion;0
2930.90.54;Dimetoato;0
2930.90.57;Fosforoditioato de O,O-dimetila e de S-[2-(etiltio)etila] (tiometon);0
2930.90.59;Outros;0
2930.90.6;"Fosforoamidotioatos e seus derivados; sais destes produtos";
2930.90.61;Acefato;0
2930.90.69;Outros;0
2930.90.7;Sulfonas;
2930.90.71;Tiaprida;0
2930.90.72;Bicalutamida;0
2930.90.79;Outras;0
2930.90.8;"Sulfeto de 2-cloroetila e de clorometila; sulfeto de bis(2-cloroetila); bis(2-cloroetiltio)metano; 1,2-bis(2-cloroetiltio)etano; 1,3-bis(2-cloroetiltio)-n-propano; 1,4-bis(2-cloroetiltio)-n-butano; 1,5-bis(2-cloroetiltio)-n-pentano; óxido de bis(2-cloroetiltiometila); óxido de bis(2-cloroetiltioetila)";
2930.90.81;Sulfeto de 2-cloroetila e de clorometila;0
2930.90.82;Sulfeto de bis(2-cloroetila);0
2930.90.83;Bis(2-cloroetiltio)metano;0
2930.90.84;1,2-Bis(2-cloroetiltio)etano;0
2930.90.85;1,3-Bis(2-cloroetiltio)-n-propano;0
2930.90.86;1,4-Bis(2-cloroetiltio)-n-butano;0
2930.90.87;1,5-Bis(2-cloroetiltio)-n-pentano;0
2930.90.88;Óxido de bis(2-cloroetiltiometila);0
2930.90.89;Óxido de bis(2-cloroetiltioetila);0
2930.90.9;Outros;
2930.90.91;Captan;0
2930.90.93;Metileno-bis-tiocianato;0
2930.90.94;Dimetiltiofosforamida;0
2930.90.95;Etilditiofosfonato de O-etila e de S-fenila (fonofós);0
2930.90.96;"Hidrogênio alquil(de C1 a C3)fosfonotioatos de [S-2-(dialquil(de C1 a C3)amino)etila], seus ésteres de O-alquila (de até C10, incluindo os cicloalquila); sais alquilados ou protonados destes produtos";0
2930.90.97;Outros compostos que contenham um átomo de fósforo ligado a um grupo alquila (de C1 a C3), sem outros átomos de carbono;0
2930.90.98;Ditiocarbonatos (xantatos e xantogenatos);0
2930.90.99;Outros;0
2931.10.00;- Chumbo tetrametila e chumbo tetraetileno;0
2931.20.00;- Compostos de tributilestanho;0
2931.90;- Outros;
2931.90.2;Compostos organossilícicos;
2931.90.21;Bis(trimetilsilil)ureia;0
2931.90.29;Outros;0
2931.90.3;"Compostos organofosforados mencionados a seguir: ácido clodrônico e seu sal dissódico; ácido fosfonometiliminodiacético; ácido trimetilfosfônico; difenilfosfonato(4,4'-bis((dimetoxifosfinil)metil)difenila); etefon; etidronato dissódico; glifosato e seu sal de monoisopropilamina; fotemustina; glufosinato de amônio; hidrogenofosfonato de bis(2-etilexilo); triclorfon";
2931.90.31;"Etefon; difenilfosfonato(4,4'-bis((dimetoxifosfinil)metil)difenila)";0
2931.90.32;Glifosato e seu sal de monoisopropilamina;0
2931.90.33;Etidronato dissódico;0
2931.90.34;Triclorfon;0
2931.90.35;Glufosinato de amônio;0
2931.90.36;Hidrogenofosfonato de bis(2-etilexilo);0
2931.90.37;"Ácido fosfonometiliminodiacético; ácido trimetilfosfônico";0
2931.90.38;"Ácido clodrônico e seu sal dissódico; fotemustina";0
2931.90.4;Compostos organometálicos do estanho;
2931.90.41;Acetato de trifenilestanho;0
2931.90.42;Tetraoctilestanho;0
2931.90.43;Ciexatin;0
2931.90.44;Hidróxido de trifenilestanho;0
2931.90.45;Óxido de fembutatin (óxido de fenbutatin);0
2931.90.46;Sais de dimetil-estanho, de dibutil-estanho e de dioctil-estanho, dos ácidos carboxílicos ou tioglicólicos e de seus ésteres;0
2931.90.49;Outros;0
2931.90.5;Compostos organoarseniais;
2931.90.51;Ácido metilarsínico e seus sais;0
2931.90.52;2-Clorovinil-dicloroarsina;0
2931.90.53;Bis(2-clorovinil)cloroarsina;0
2931.90.54;Tris(2-clorovinil)arsina;0
2931.90.59;Outros;0
2931.90.6;Compostos organoalumínicos;
2931.90.61;Tricloreto de etilalumínio (sesquicloreto de etilalumínio);0
2931.90.62;Cloreto de dietilalumínio;0
2931.90.69;Outros;0
2931.90.7;Outros compostos organofosforados;
2931.90.71;Alquil(de C1 a C3)fosfonofluoridatos de O-alquila (de até C10, incluindo os cicloalquila);0
2931.90.72;Metilfosfonocloridato de O-isopropila;0
2931.90.73;Metilfosfonocloridato de O-pinacolila;0
2931.90.74;Difluoreto de alquilfosfonila, com grupo alquila de C1 a C3;0
2931.90.75;"Hidrogênio alquil(de C1 a C3)fosfonitos de [O-2-(dialquil(de C1 a C3)amino)etila], seus ésteres de O-alquila (de até C10, incluindo os cicloalquila); sais alquilados ou protonados destes produtos";0
2931.90.76;Outros compostos que contenham um átomo de fósforo ligado a um grupo alquila (de C1 a C3), sem outros átomos de carbono;0
2931.90.77;N,N-Dialquil(de C1 a C3)fosforoamidocianidatos de O-alquila (de até C10, incluindo os cicloalquila);0
2931.90.79;Outros;0
2931.90.90;Outros;0
2932.1;- Compostos cuja estrutura contém um ciclo furano (hidrogenado ou não) não condensado:;
2932.11.00;-- Tetraidrofurano;0
2932.12.00;-- 2-Furaldeído (furfural);0
2932.13;-- Álcool furfurílico e álcool tetraidrofurfurílico;
2932.13.10;Álcool furfurílico;0
2932.13.20;Álcool tetraidrofurfurílico;0
2932.19;-- Outros;
2932.19.10;Ranitidina e seus sais;0
2932.19.20;Nafronil;0
2932.19.30;Nitrovin;0
2932.19.40;Bioresmetrina;0
2932.19.50;Diacetato de 5-nitrofurfurilideno (NFDA);0
2932.19.90;Outros;0
2932.20.00;- Lactonas;0
2932.9;- Outros:;
2932.91.00;-- Isosafrol;0
2932.92.00;-- 1-(1,3-Benzodioxol-5-il)propan-2-ona;0
2932.93.00;-- Piperonal;0
2932.94.00;-- Safrol;0
2932.95.00;-- Tetraidrocanabinóis (todos os isômeros);0
2932.99;-- Outros;
2932.99.1;"Eucaliptol; quercetina; dinitrato de isossorbida; carbofurano";
2932.99.11;Eucaliptol;0
2932.99.12;Quercetina;0
2932.99.13;Dinitrato de isossorbida;0
2932.99.14;Carbofurano;0
2932.99.9;Outros;
2932.99.91;Cloridrato de amiodarona;0
2932.99.92;1,3,4,6,7,8-Hexaidro-4,6,6,7,8,8-hexametilciclopenta-gama-2-benzopirano;0
2932.99.93;Dibenzilideno-sorbitol;0
2932.99.94;Carbosulfan ((dibutilaminotio)metilcarbamato de 2,3-diidro-2,2-dimetilbenzofuran-7-ila);0
2932.99.99;Outros;0
2933.1;- Compostos cuja estrutura contém um ciclo pirazol (hidrogenado ou não) não condensado:;
2933.11;-- Fenazona (antipirina) e seus derivados;
2933.11.1;Ácido 1-fenil-2,3-dimetil-5-pirazolona-4-metilaminometanossulfônico e seus sais;
2933.11.11;Dipirona;0
2933.11.12;"Magnopirol (""dipirona magnésica"")";0
2933.11.19;Outros;0
2933.11.20;Metileno-bis(4-metilamino-1-fenil-2,3-dimetil)pirazolona;0
2933.11.90;Outros;0
2933.19;-- Outros;
2933.19.1;Fenilbutazona e seus sais;
2933.19.11;Fenilbutazona cálcica;0
2933.19.19;Outros;0
2933.19.90;Outros;0
2933.2;- Compostos cuja estrutura contém um ciclo imidazol (hidrogenado ou não) não condensado:;
2933.21;-- Hidantoína e seus derivados;
2933.21.10;Iprodiona;0
2933.21.2;Fenitoína e seus sais;
2933.21.21;Fenitoína e seu sal sódico;0
2933.21.29;Outros;0
2933.21.90;Outros;0
2933.29;-- Outros;
2933.29.1;Cuja estrutura contém um ciclo nitroimidazol;
2933.29.11;2-Metil-5-nitroimidazol;0
2933.29.12;Metronidazol e seus sais;0
2933.29.13;Tinidazol;0
2933.29.19;Outros;0
2933.29.2;Cuja estrutura contém um ciclo benzeno clorado, exceto os que contenham um ciclo nitroimidazol;
2933.29.21;Econazol e seu nitrato;0
2933.29.22;Nitrato de miconazol;0
2933.29.23;Cloridrato de clonidina;0
2933.29.24;Nitrato de isoconazol;0
2933.29.25;Clotrimazol;0
2933.29.29;Outros;0
2933.29.30;Cimetidina e seus sais;0
2933.29.40;4-Metil-5-hidroximetilimidazol e seus sais;0
2933.29.9;Outros;
2933.29.91;Imidazol;0
2933.29.92;Histidina e seus sais;0
2933.29.93;Ondansetron e seus sais;0
2933.29.94;1-Hidroxietil-2-undecanoilimidazolina;0
2933.29.95;1-Hidroxietil-2-(8-heptadecenoil)imidazolina;0
2933.29.99;Outros;0
2933.3;- Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não) não condensado:;
2933.31;-- Piridina e seus sais;
2933.31.10;Piridina;0
2933.31.20;Sais;0
2933.32.00;-- Piperidina e seus sais;0
2933.33;"-- Alfentanilo (DCI), anileridina (DCI), bezitramida (DCI), bromazepam (DCI), cetobemidona (DCI), difenoxilato (DCI), difenoxina (DCI), dipipanona (DCI), fenciclidina (DCI) (PCP), fenoperidina (DCI), fentanilo (DCI), metilfenidato (DCI), pentazocina (DCI), petidina (DCI), intermediário A da petidina (DCI), pipradrol (DCI), piritramida (DCI), propiram (DCI) e trimeperidina (DCI); sais destes produtos";
2933.33.1;"Alfentanilo e anileridina; sais destes produtos";
2933.33.11;Alfentanilo;0
2933.33.12;Anileridina;0
2933.33.19;Outros;0
2933.33.2;"Bezitramida e bromazepam; sais destes produtos";
2933.33.21;Bezitramida;0
2933.33.22;Bromazepam;0
2933.33.29;Outros;0
2933.33.30;Cetobemidona e seus sais;0
2933.33.4;Difenoxilato e seus sais;
2933.33.41;Difenoxilato;0
2933.33.42;Cloridrato de difenoxilato;0
2933.33.49;Outros;0
2933.33.5;"Difenoxina e dipipanona; sais destes produtos";
2933.33.51;Difenoxina;0
2933.33.52;Dipipanona;0
2933.33.59;Outros;0
2933.33.6;"Fenciclidina, fenoperidina e fentanilo; sais destes produtos";
2933.33.61;Fenciclidina;0
2933.33.62;Fenoperidina;0
2933.33.63;Fentanilo;0
2933.33.69;Outros;0
2933.33.7;"Metilfenidato e pentazocina; sais destes produtos";
2933.33.71;Metilfenidato;0
2933.33.72;Pentazocina;0
2933.33.79;Outros;0
2933.33.8;"Petidina, intermediário A da petidina e pipradrol; sais destes produtos";
2933.33.81;Petidina;0
2933.33.82;Intermediário A da petidina;0
2933.33.83;Pipradrol;0
2933.33.84;Cloridrato de petidina;0
2933.33.89;Outros;0
2933.33.9;"Piritramida, propiram e trimeperidina; sais destes produtos";
2933.33.91;Piritramida;0
2933.33.92;Propiram;0
2933.33.93;Trimeperidina;0
2933.33.99;Outros;0
2933.39;-- Outros;
2933.39.1;Cuja estrutura contém flúor, bromo ou ambos, em ligação covalente;
2933.39.12;Droperidol;0
2933.39.13;Ácido niflúmico;0
2933.39.14;Haloxifop (ácido (RS)-2-(4-(3-cloro-5-trifluorometil-2-piridiloxi)fenoxi)propiônico);0
2933.39.15;Haloperidol;0
2933.39.19;Outros;0
2933.39.2;Cuja estrutura contém cloro mas não contém flúor nem bromo, em ligação covalente;
2933.39.21;Picloram;0
2933.39.22;Clorpirifós;0
2933.39.23;Malato ácido de cleboprida (malato de cleboprida);0
2933.39.24;Cloridrato de loperamida;0
2933.39.25;Ácido 2-(2-metil-3-cloroanilino)nicotínico e seu sal de lisina;0
2933.39.29;Outros;0
2933.39.3;Cuja estrutura contém funções álcool, ácido carboxílico ou ambas, mas não contém halogênios em ligação covalente;
2933.39.31;Terfenadina;0
2933.39.32;Biperideno e seus sais;0
2933.39.33;Ácido isonicotínico;0
2933.39.34;5-Etil-2,3-dicarboxipiridina (5-EPDC);0
2933.39.35;Imazetapir (ácido (RS)-5-etil-2-(4-isopropil-4-metil-5-oxo-2-imidazolin-2-il)nicotínico);0
2933.39.36;Quinuclidin-3-ol;0
2933.39.39;Outros;0
2933.39.4;Cuja estrutura contém funções éter, éster ou ambas, mas não contém funções álcool ou ácido carboxílico nem halogênios em ligação covalente;
2933.39.43;Nifedipina;0
2933.39.44;Nitrendipina;0
2933.39.45;Maleato de pirilamina;0
2933.39.46;Omeprazol;0
2933.39.47;Benzilato de 3-quinuclidinila;0
2933.39.48;Nimodipina;0
2933.39.49;Outros;0
2933.39.8;Outros, cuja estrutura contém um ciclo piridina (hidrogenado ou não) N-substituído com radicais alquila ou arila;
2933.39.81;Cloridrato de benzetimida;0
2933.39.82;Cloridrato de mepivacaína;0
2933.39.83;Cloridrato de bupivacaína;0
2933.39.84;Dicloreto de paraquat;0
2933.39.89;Outros;0
2933.39.9;Outros;
2933.39.91;Cloridrato de fenazopiridina;0
2933.39.92;Isoniazida;0
2933.39.93;3-Cianopiridina;0
2933.39.94;4,4'-Bipiridina;0
2933.39.99;Outros;0
2933.4;- Compostos cuja estrutura contém ciclos quinoleína ou isoquinoleína (hidrogenados ou não) sem outras condensações:;
2933.41;-- Levorfanol (DCI) e seus sais;
2933.41.10;Levorfanol;0
2933.41.20;Sais;0
2933.49;-- Outros;
2933.49.1;Derivados do ácido quinolinocarboxílico;
2933.49.11;Ácido 2,3-quinolinodicarboxílico;0
2933.49.12;Rosoxacina;0
2933.49.13;Imazaquin;0
2933.49.19;Outros;0
2933.49.20;Oxaminiquina;0
2933.49.30;Broxiquinolina;0
2933.49.40;Ésteres do levorfanol;0
2933.49.90;Outros;0
2933.5;- Compostos cuja estrutura contém um ciclo pirimidina (hidrogenado ou não) ou piperazina:;
2933.52.00;-- Malonilureia (ácido barbitúrico) e seus sais;0
2933.53;"-- Alobarbital (DCI), amobarbital (DCI), barbital (DCI), butalbital (DCI), butobarbital, ciclobarbital (DCI), fenobarbital (DCI), metilfenobarbital (DCI), pentobarbital (DCI), secbutabarbital (DCI), secobarbital (DCI) e venilbital (DCI); sais destes produtos";
2933.53.1;"Alobarbital e amobarbital; sais destes produtos";
2933.53.11;Alobarbital e seus sais;0
2933.53.12;Amobarbital e seus sais;0
2933.53.2;"Barbital, butalbital e butobarbital; sais destes produtos";
2933.53.21;Barbital e seus sais;0
2933.53.22;Butalbital e seus sais;0
2933.53.23;Butobarbital e seus sais;0
2933.53.30;Ciclobarbital e seus sais;0
2933.53.40;Fenobarbital e seus sais;0
2933.53.50;Metilfenobarbital e seus sais;0
2933.53.60;Pentobarbital e seus sais;0
2933.53.7;"Secbutabarbital e secobarbital; sais destes produtos";
2933.53.71;Secbutabarbital e seus sais;0
2933.53.72;Secobarbital e seus sais;0
2933.53.80;Venilbital e seus sais;0
2933.54.00;"-- Outros derivados de malonilureia (ácido barbitúrico); sais destes produtos";0
2933.55;"-- Loprazolam (DCI), mecloqualona (DCI), metaqualona (DCI) e zipeprol (DCI); sais destes produtos";
2933.55.10;Loprazolam e seus sais;0
2933.55.20;Mecloqualona e seus sais;0
2933.55.30;Metaqualona e seus sais;0
2933.55.40;Zipeprol e seus sais;0
2933.59;-- Outros;
2933.59.1;Cuja estrutura contém um ciclo piperazina;
2933.59.11;Oxatomida;0
2933.59.12;Praziquantel;0
2933.59.13;Norfloxacina e seu nicotinato;0
2933.59.14;Flunarizina e seu dicloridrato;0
2933.59.15;"Enrofloxacina; sais de piperazina";0
2933.59.16;Cloridrato de buspirona;0
2933.59.19;Outros;0
2933.59.2;Cuja estrutura contém um ciclo pirimidina (hidrogenado ou não) e halogênios em ligação covalente;
2933.59.21;Bromacil;0
2933.59.22;Terbacil;0
2933.59.23;Fluorouracil;0
2933.59.29;Outros;0
2933.59.3;Cuja estrutura contém um ciclo pirimidina (hidrogenado ou não) e enxofre mas não contém halogênios em ligação covalente;
2933.59.31;Propiltiouracil;0
2933.59.32;Diazinon;0
2933.59.33;Pirazofós;0
2933.59.34;Azatioprina;0
2933.59.35;6-Mercaptopurina;0
2933.59.39;Outros;0
2933.59.4;Cuja estrutura contém um ciclo pirimidina (hidrogenado ou não) e funções álcool, éter ou ambas, mas não contém halogênios em ligação covalente nem enxofre;
2933.59.41;Trimetoprima;0
2933.59.42;Aciclovir;0
2933.59.43;Tosilatos de dipiridamol;0
2933.59.44;Nicarbazina;0
2933.59.45;Bissulfito de menadiona dimetilpirimidinol;0
2933.59.49;Outros;0
2933.59.9;Outros;
2933.59.91;Minoxidil;0
2933.59.92;2-Aminopirimidina;0
2933.59.99;Outros;0
2933.6;- Compostos cuja estrutura contém um ciclo triazina (hidrogenado ou não) não condensado:;
2933.61.00;-- Melamina;0
2933.69;-- Outros;
2933.69.1;Cuja estrutura contém cloro em ligação covalente;
2933.69.11;2,4,6-Triclorotriazina (cloreto cianúrico);0
2933.69.12;Mercaptodiclorotriazina;0
2933.69.13;Atrazina;0
2933.69.14;Simazina;0
2933.69.15;Cianazina;0
2933.69.16;Anilazina;0
2933.69.19;Outros;0
2933.69.2;Cuja estrutura contém funções oxigenadas mas não contém cloro em ligação covalente;
2933.69.21;N,N,N-Triidroxietilexaidrotriazina;0
2933.69.22;Hexazinona;0
2933.69.23;Metribuzim;0
2933.69.29;Outros;0
2933.69.9;Outros;
2933.69.91;Ametrina;0
2933.69.92;Metenamina e seus sais;0
2933.69.99;Outros;0
2933.7;- Lactamas:;
2933.71.00;-- 6-Hexanolactama (epsilon-caprolactama);0
2933.72;-- Clobazam (DCI) e metiprilona (DCI);
2933.72.10;Clobazam;0
2933.72.20;Metiprilona;0
2933.79;-- Outras lactamas;
2933.79.10;Piracetam;0
2933.79.90;Outras;0
2933.9;- Outros:;
2933.91;"-- Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos";
2933.91.1;"Alprazolam, camazepam, clonazepam, clorazepato e clorodiazepóxido; sais destes produtos";
2933.91.11;Alprazolam;0
2933.91.12;Camazepam;0
2933.91.13;Clonazepam;0
2933.91.14;Clorazepato;0
2933.91.15;Clordiazepóxido;0
2933.91.19;Outros;0
2933.91.2;"Delorazepam, diazepam e estazolam; sais destes produtos";
2933.91.21;Delorazepam;0
2933.91.22;Diazepam;0
2933.91.23;Estazolam;0
2933.91.29;Outros;0
2933.91.3;"Fludiazepam, flunitrazepam, flurazepam e halazepam; sais destes produtos";
2933.91.31;Fludiazepam;0
2933.91.32;Flunitrazepam;0
2933.91.33;Flurazepam;0
2933.91.34;Halazepam;0
2933.91.39;Outros;0
2933.91.4;"Loflazepato de etila, lorazepam e lormetazepam; sais destes produtos";
2933.91.41;Loflazepato de etila;0
2933.91.42;Lorazepam;0
2933.91.43;Lormetazepam;0
2933.91.49;Outros;0
2933.91.5;"Mazindol, medazepam e midazolam; sais destes produtos";
2933.91.51;Mazindol;0
2933.91.52;Medazepam;0
2933.91.53;Midazolam e seus sais;0
2933.91.59;Outros;0
2933.91.6;"Nimetazepam, nitrazepam, nordazepam e oxazepam; sais destes produtos";
2933.91.61;Nimetazepam;0
2933.91.62;Nitrazepam;0
2933.91.63;Nordazepam;0
2933.91.64;Oxazepam;0
2933.91.69;Outros;0
2933.91.7;"Pinazepam, pirovalerona e prazepam; sais destes produtos";
2933.91.71;Pinazepam;0
2933.91.72;Pirovalerona;0
2933.91.73;Prazepam;0
2933.91.79;Outros;0
2933.91.8;"Temazepam, tetrazepam e triazolam; sais destes produtos";
2933.91.81;Temazepam;0
2933.91.82;Tetrazepam;0
2933.91.83;Triazolam;0
2933.91.89;Outros;0
2933.99;-- Outros;
2933.99.1;Cuja estrutura contém um ciclo pirazina não condensado ou ciclos indol (hidrogenados ou não) sem outras condensações;
2933.99.11;Pirazinamida;0
2933.99.12;Cloridrato de amilorida;0
2933.99.13;Pindolol;0
2933.99.19;Outros;0
2933.99.20;Cuja estrutura contém um ciclo diazepina (hidrogenado ou não);0
2933.99.3;Cuja estrutura contém um ciclo azepina (hidrogenado ou não);
2933.99.31;Dibenzoazepina (iminoestilbeno);0
2933.99.32;Carbamazepina;0
